scope,layer,mean,std,low_entropy_frac,method
global,-1,2.7891147,1.1314500570297241,0.14625,bfloat16
layer,0,3.6253674,,0.0,bfloat16
layer,1,3.625356,,0.0,bfloat16
layer,2,3.6253228,,0.0,bfloat16
layer,3,3.6252754,,0.0,bfloat16
layer,4,3.6249428,,0.0,bfloat16
layer,5,3.624736,,0.0,bfloat16
layer,6,3.6240077,,0.0,bfloat16
layer,7,3.568795,,0.0,bfloat16
layer,8,3.5849814,,0.0,bfloat16
layer,9,3.6216416,,0.0,bfloat16
layer,10,3.6137855,,0.0,bfloat16
layer,11,3.609858,,0.0,bfloat16
layer,12,3.6156723,,0.0,bfloat16
layer,13,3.5658467,,0.0,bfloat16
layer,14,3.596864,,0.0,bfloat16
layer,15,3.6088624,,0.0,bfloat16
layer,16,3.5913014,,0.0,bfloat16
layer,17,3.5982208,,0.0,bfloat16
layer,18,3.5663116,,0.0,bfloat16
layer,19,3.5195777,,0.0,bfloat16
layer,20,3.3757923,,0.0,bfloat16
layer,21,3.4343448,,0.0,bfloat16
layer,22,3.3288567,,0.0,bfloat16
layer,23,3.220789,,0.0,bfloat16
layer,24,2.9331837,,0.0,bfloat16
layer,25,3.111078,,0.0,bfloat16
layer,26,3.013533,,0.0,bfloat16
layer,27,2.503448,,0.0,bfloat16
layer,28,2.432172,,0.0,bfloat16
layer,29,2.181192,,0.0,bfloat16
layer,30,1.8652519,,0.025,bfloat16
layer,31,1.9057834,,0.0,bfloat16
layer,32,1.3965073,,0.0,bfloat16
layer,33,1.2290741,,0.2,bfloat16
layer,34,0.86299783,,0.725,bfloat16
layer,35,0.69734955,,0.975,bfloat16
layer,36,0.65251434,,0.925,bfloat16
layer,37,0.5557374,,1.0,bfloat16
layer,38,0.52326405,,1.0,bfloat16
layer,39,0.30498266,,1.0,bfloat16
global,-1,2.7502668,1.1750432252883911,0.1525,awq
layer,0,3.6253674,,0.0,awq
layer,1,3.625354,,0.0,awq
layer,2,3.6253247,,0.0,awq
layer,3,3.625297,,0.0,awq
layer,4,3.6250832,,0.0,awq
layer,5,3.6248238,,0.0,awq
layer,6,3.6243653,,0.0,awq
layer,7,3.5786812,,0.0,awq
layer,8,3.5891995,,0.0,awq
layer,9,3.6219318,,0.0,awq
layer,10,3.6156425,,0.0,awq
layer,11,3.6117752,,0.0,awq
